"title","titlelink","price","room","roomlink","area","arealink","person","personlink","updated_at"
"spaze copia sec 112","http://gurgaon.quikr.com/spaze-copia-sec-112-W0QQAdIdZ166713586","Contact for Price","","In Sector 68","http://gurgaon.quikr.com/Apartments-For-Sale/Sector-68/w13222204001?from=chiclet","","6 hours ago"
"Resale Chd Golf Avenue Sector 106 Gurgaon","http://gurgaon.quikr.com/Resale-Chd-Golf-Avenue-Sector-106-Gurgaon-W0QQAdIdZ166714168","Contact for Price","3 BHK","http://gurgaon.quikr.com/3-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Daulatabad","http://gurgaon.quikr.com/Apartments-For-Sale/Daulatabad/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","6 hours ago"
"LIFESTYLE APARTMENTS IN GURGAON(3 AND 4 BHK AVAILABLE) ...","http://gurgaon.quikr.com/LIFESTYLE-APARTMENTS-IN-GURGAON-3-AND-4-BHK-AVAILABLE-FOR-MORE-CALL-09990302286-W0QQAdIdZ166713597","Rs 1,30,00,000","4+ BHK","http://gurgaon.quikr.com/4+-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Palam Vihar","http://gurgaon.quikr.com/Apartments-For-Sale/Palam-Vihar/w13222204001?from=chiclet","By Builder","http://gurgaon.quikr.com/Builder/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","6 hours ago"
"3 Bed room under construction apartment on Southern Per...","http://gurgaon.quikr.com/3-Bed-room-under-construction-apartment-on-Southern-Peripheral-Road-W0QQAdIdZ166712855","Rs 1,15,76,725","3 BHK","http://gurgaon.quikr.com/3-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Sohna Road","http://gurgaon.quikr.com/Apartments-For-Sale/Sohna-Road/w13222204001?from=chiclet","By Builder","http://gurgaon.quikr.com/Builder/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","6 hours ago"
"3 Bedroom residential flat for Sale in Vatika Gurgaon-2...","http://gurgaon.quikr.com/3-Bedroom-residential-flat-for-Sale-in-Vatika-Gurgaon-21-9958811889-G-S-W0QQAdIdZ166712532","Rs 87,00,000","3 BHK","http://gurgaon.quikr.com/3-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Sohna Road","http://gurgaon.quikr.com/Apartments-For-Sale/Sohna-Road/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","6 hours ago"
"Reputed Builders --- in Gurgoan --- offering-- guarante...","http://gurgaon.quikr.com/Reputed-Builders-in-Gurgoan-offering-guaranteed-assured-return-of-18-to-30-with-collateral-.-W0QQAdIdZ155636461","Rs 50,00,000","4+ BHK","http://gurgaon.quikr.com/4+-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","6 hours ago"
"09810400016 sale 2 bhk ashiana aangan neemran on nh-8 n...","http://gurgaon.quikr.com/09810400016-sale-2-bhk-ashiana-aangan-neemran-on-nh-8-neemrana-W0QQAdIdZ163598619","Rs 3,100","2 BHK","http://gurgaon.quikr.com/2-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Alawardi Sarai","http://gurgaon.quikr.com/Apartments-For-Sale/Alawardi-Sarai/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","6 hours ago"
"09810400016 sale 2 bhk ashiana aangan neemran on nh-8 n...","http://gurgaon.quikr.com/09810400016-sale-2-bhk-ashiana-aangan-neemran-on-nh-8-neemrana-W0QQAdIdZ163598785","Rs 3,100","2 BHK","http://gurgaon.quikr.com/2-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Alawardi Sarai","http://gurgaon.quikr.com/Apartments-For-Sale/Alawardi-Sarai/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","6 hours ago"
"vatika emilia floor sec 82","http://gurgaon.quikr.com/vatika-emilia-floor-sec-82-W0QQAdIdZ166709204","Rs 65,000","2 BHK","http://gurgaon.quikr.com/2-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Sector 80","http://gurgaon.quikr.com/Apartments-For-Sale/Sector-80/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","6 hours ago"
"1bhk apartment for sale in sector 48","http://gurgaon.quikr.com/1bhk-apartment-for-sale-in-sector-48-W0QQAdIdZ166706117","Rs 30,00,000","1 RK","http://gurgaon.quikr.com/1-RK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Sector 47","http://gurgaon.quikr.com/Apartments-For-Sale/Sector-47/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","7 hours ago"
"BPTP Spacio Sector-37D,3bhk for sale","http://gurgaon.quikr.com/BPTP-Spacio-Sector-37D-3bhk-for-sale-W0QQAdIdZ163549927","Rs 50,83,750","3 BHK","http://gurgaon.quikr.com/3-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Sector 37d","http://gurgaon.quikr.com/Apartments-For-Sale/Sector-37d/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","7 hours ago"
"GPL Eden Heights Sec-70,2BHK for Sale","http://gurgaon.quikr.com/GPL-Eden-Heights-Sec-70-2BHK-for-Sale-W0QQAdIdZ163558861","Rs 87,58,000","2 BHK","http://gurgaon.quikr.com/2-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Sector 75a","http://gurgaon.quikr.com/Apartments-For-Sale/Sector-75a/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","7 hours ago"
"Paras Quartier, Gurgaon-Faridabad Road, Gurgaon, Haryan...","http://gurgaon.quikr.com/Paras-Quartier-Gurgaon-Faridabad-Road-Gurgaon-Haryana-W0QQAdIdZ166686748","Rs 4,18,00,000","4 BHK","http://gurgaon.quikr.com/4-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Golf Course Road","http://gurgaon.quikr.com/Apartments-For-Sale/Golf-Course-Road/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","7 hours ago"
"1440sqft 68lac all inc. SARE CRESCENT PARC SECTOR-92 GU...","http://gurgaon.quikr.com/1440sqft-68lac-all-inc.-SARE-CRESCENT-PARC-SECTOR-92-GURGAON-READY-FOR-FITOUTS-POSSESSION-91-9650066776-W0QQAdIdZ166704164","Rs 68,00,000","3 BHK","http://gurgaon.quikr.com/3-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Manesar","http://gurgaon.quikr.com/Apartments-For-Sale/Manesar/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","7 hours ago"
"unitech sonth park sec 70 1660sa ft 3bhk","http://gurgaon.quikr.com/unitech-sonth-park-sec-70-1660sa-ft-3bhk-W0QQAdIdZ166703492","Rs 96,28,000","3 BHK","http://gurgaon.quikr.com/3-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Town House","http://gurgaon.quikr.com/Apartments-For-Sale/Town-House/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","7 hours ago"
"ATS Marigold sector 89A gurgaon | Call 9711412666 | ATS...","http://gurgaon.quikr.com/ATS-Marigold-sector-89A-gurgaon-Call-9711412666-ATS-new-Soft-Launch-W0QQAdIdZ157399622","Contact for Price","3 BHK","http://gurgaon.quikr.com/3-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Sector 89a","http://gurgaon.quikr.com/Apartments-For-Sale/Sector-89a/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","24-Apr-14"
"Terra Heritage Bhiwadi @17.43 Lacs 1/2/3 Bhk Luxury Apa...","http://gurgaon.quikr.com/Terra-Heritage-Bhiwadi-17.43-Lacs-1-2-3-Bhk-Luxury-Apartment-in-Bhiwadi-W0QQAdIdZ165740653","Rs 17,43,000","1 BHK","http://gurgaon.quikr.com/1-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Bhiwadi","http://gurgaon.quikr.com/Apartments-For-Sale/Bhiwadi/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","22-Apr-14"
"apartment for sale in BPTP Park Prime 9899464647 sector...","http://gurgaon.quikr.com/apartment-for-sale-in-BPTP-Park-Prime-9899464647-sector-66-gurgaon-W0QQAdIdZ163879036","Rs 1,19,94,000","4+ BHK","http://gurgaon.quikr.com/4+-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Golf Course Extens...","http://gurgaon.quikr.com/Apartments-For-Sale/Golf-Course-Extension-Road/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","3-Apr-14"
"Gurgaon sec - 82 flat for sale in DLF Primus - 99588760...","http://gurgaon.quikr.com/Gurgaon-sec-82-flat-for-sale-in-DLF-Primus-9958876003-G-S-W0QQAdIdZ155595646","Rs 1,40,00,000","3 BHK","http://gurgaon.quikr.com/3-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Sohna Road","http://gurgaon.quikr.com/Apartments-For-Sale/Sohna-Road/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","7 hours ago"
"3bhk property for sale in Ansal Heights in Gurgaon sec ...","http://gurgaon.quikr.com/3bhk-property-for-sale-in-Ansal-Heights-in-Gurgaon-sec-86-Call-9958876003-G-S-W0QQAdIdZ155571857","Rs 54,00,000","3 BHK","http://gurgaon.quikr.com/3-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Sohna Road","http://gurgaon.quikr.com/Apartments-For-Sale/Sohna-Road/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","7 hours ago"
"Resale ATS Kocoon Sector 109 Gurgaon","http://gurgaon.quikr.com/Resale-ATS-Kocoon-Sector-109-Gurgaon-W0QQAdIdZ166700742","Contact for Price","3 BHK","http://gurgaon.quikr.com/3-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Palam Vihar","http://gurgaon.quikr.com/Apartments-For-Sale/Palam-Vihar/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","7 hours ago"
"Urgent sale 7 Lamps","http://gurgaon.quikr.com/Urgent-sale-7-Lamps-W0QQAdIdZ166175775","Rs 67,50,000","2 BHK","http://gurgaon.quikr.com/2-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Narsinghpur","http://gurgaon.quikr.com/Apartments-For-Sale/Narsinghpur/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","7 hours ago"
"Resale Puri Diplomatic Greens Sector 111 Gurgaon","http://gurgaon.quikr.com/Resale-Puri-Diplomatic-Greens-Sector-111-Gurgaon-W0QQAdIdZ166699733","Contact for Price","3 BHK","http://gurgaon.quikr.com/3-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Palam Vihar","http://gurgaon.quikr.com/Apartments-For-Sale/Palam-Vihar/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","7 hours ago"
"Resale Tashee Capital Gateway Sector 111 Gurgaon","http://gurgaon.quikr.com/Resale-Tashee-Capital-Gateway-Sector-111-Gurgaon-W0QQAdIdZ166699069","Contact for Price","3 BHK","http://gurgaon.quikr.com/3-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Palam Vihar","http://gurgaon.quikr.com/Apartments-For-Sale/Palam-Vihar/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","7 hours ago"
"Resale Earth Copia Sector 112 Gurgaon","http://gurgaon.quikr.com/Resale-Earth-Copia-Sector-112-Gurgaon-W0QQAdIdZ166698849","Contact for Price","3 BHK","http://gurgaon.quikr.com/3-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Palam Vihar","http://gurgaon.quikr.com/Apartments-For-Sale/Palam-Vihar/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","7 hours ago"
"Flat for SALE in WELLINGTON ESTATE , Golf Course Road, ...","http://gurgaon.quikr.com/Flat-for-SALE-in-WELLINGTON-ESTATE-Golf-Course-Road-DLF-Phase-5-Gurgaon-W0QQAdIdZ166654217","Contact for Price","3 BHK","http://gurgaon.quikr.com/3-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In DLF Phase 5","http://gurgaon.quikr.com/Apartments-For-Sale/DLF-Phase-5/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","7 hours ago"
"Flat for SALE in Princeton Estate, Golf Course Road, DL...","http://gurgaon.quikr.com/Flat-for-SALE-in-Princeton-Estate-Golf-Course-Road-DLF-Phase-5-Gurgaon-W0QQAdIdZ166653905","Contact for Price","2 BHK","http://gurgaon.quikr.com/2-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In DLF Phase 5","http://gurgaon.quikr.com/Apartments-For-Sale/DLF-Phase-5/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","7 hours ago"
"Experion Heartsong Apartment Sale Sector 108 Gurgaon","http://gurgaon.quikr.com/Experion-Heartsong-Apartment-Sale-Sector-108-Gurgaon-W0QQAdIdZ154641527","Contact for Price","2 BHK","http://gurgaon.quikr.com/2-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Sector 99","http://gurgaon.quikr.com/Apartments-For-Sale/Sector-99/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","7 hours ago"
"Rs.37.5 Lacs 2BHK Gurgaon Original Booking","http://gurgaon.quikr.com/Rs.37.5-Lacs-2BHK-Gurgaon-Original-Booking-W0QQAdIdZ166697263","Rs 37,50,000","2 BHK","http://gurgaon.quikr.com/2-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Sector 79","http://gurgaon.quikr.com/Apartments-For-Sale/Sector-79/w13222204001?from=chiclet","By Builder","http://gurgaon.quikr.com/Builder/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","7 hours ago"
"3BHK under construction flat for Sale in Vipul Lavanya ...","http://gurgaon.quikr.com/3BHK-under-construction-flat-for-Sale-in-Vipul-Lavanya-in-Gurgaon-9958811881-G-S-W0QQAdIdZ166690985","Rs 70,00,000","3 BHK","http://gurgaon.quikr.com/3-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Sohna Road","http://gurgaon.quikr.com/Apartments-For-Sale/Sohna-Road/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","7 hours ago"
"2BHK 973 FT IN UNIWORLD GARDEN 2 @ BELOW 74 LAC","http://gurgaon.quikr.com/2BHK-973-FT-IN-UNIWORLD-GARDEN-2-BELOW-74-LAC-W0QQAdIdZ166697249","Rs 69,08,300","2 BHK","http://gurgaon.quikr.com/2-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Sohna Road","http://gurgaon.quikr.com/Apartments-For-Sale/Sohna-Road/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","7 hours ago"
"4 BHK apartment for sale in Exotica in sector 53","http://gurgaon.quikr.com/4-BHK-apartment-for-sale-in-Exotica-in-sector-53-W0QQAdIdZ166695499","Rs 12,000","4 BHK","http://gurgaon.quikr.com/4-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Sector 53","http://gurgaon.quikr.com/Apartments-For-Sale/Sector-53/w13222204001?from=chiclet","By Individual","http://gurgaon.quikr.com/Individual/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","8 hours ago"
"SIDHARTHA ESTELLA 3BHK 1725 FT @ 3800 PSFT","http://gurgaon.quikr.com/SIDHARTHA-ESTELLA-3BHK-1725-FT-3800-PSFT-W0QQAdIdZ166696650","Rs 65,55,000","3 BHK","http://gurgaon.quikr.com/3-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Daulatabad","http://gurgaon.quikr.com/Apartments-For-Sale/Daulatabad/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","8 hours ago"
"parasvnath exotica 2895 sq ft tower-d4","http://gurgaon.quikr.com/parasvnath-exotica-2895-sq-ft-tower-d4-W0QQAdIdZ166695691","Rs 3,03,97,500","3 BHK","http://gurgaon.quikr.com/3-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Golf Course Road","http://gurgaon.quikr.com/Apartments-For-Sale/Golf-Course-Road/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","8 hours ago"
"Satya Group 99 a New Project in gurgaon","http://gurgaon.quikr.com/Satya-Group-99-a-New-Project-in-gurgaon-W0QQAdIdZ166695489","Rs 1,13,05,000","3 BHK","http://gurgaon.quikr.com/3-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Sector 99","http://gurgaon.quikr.com/Apartments-For-Sale/Sector-99/w13222204001?from=chiclet","By Individual","http://gurgaon.quikr.com/Individual/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","8 hours ago"
"For Sale Apartments on Sohna Road Gurgaon Call @ 965445...","http://gurgaon.quikr.com/For-Sale-Apartments-on-Sohna-Road-Gurgaon-Call-9654455435-W0QQAdIdZ166188394","Rs 6,200","3 BHK","http://gurgaon.quikr.com/3-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Sohna Road","http://gurgaon.quikr.com/Apartments-For-Sale/Sohna-Road/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","8 hours ago"
"3 BHK apartment for sale in Exotica in sector 53","http://gurgaon.quikr.com/3-BHK-apartment-for-sale-in-Exotica-in-sector-53-W0QQAdIdZ166694531","Rs 12,000","3 BHK","http://gurgaon.quikr.com/3-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Sector 53","http://gurgaon.quikr.com/Apartments-For-Sale/Sector-53/w13222204001?from=chiclet","By Individual","http://gurgaon.quikr.com/Individual/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","8 hours ago"
"2 BHK flat IN 25 LAKH near DWARKA EXPRESSWAY","http://gurgaon.quikr.com/2-BHK-flat-IN-25-LAKH-near-DWARKA-EXPRESSWAY-W0QQAdIdZ155546307","Rs 25,00,000","2 BHK","http://gurgaon.quikr.com/2-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Palam Vihar","http://gurgaon.quikr.com/Apartments-For-Sale/Palam-Vihar/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","8 hours ago"
"3 b.h.k Flat for Sale May Field garden gurdaon 93134324...","http://gurgaon.quikr.com/3-b.h.k-Flat-for-Sale-May-Field-garden-gurdaon-9313432429-W0QQAdIdZ166693816","Rs 95,00,000","3 BHK","http://gurgaon.quikr.com/3-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Sector 50","http://gurgaon.quikr.com/Apartments-For-Sale/Sector-50/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","8 hours ago"
"Property Dealers in Gurgaon Call @ 9654455435","http://gurgaon.quikr.com/Property-Dealers-in-Gurgaon-Call-9654455435-W0QQAdIdZ166189319","Rs 90,00,000","3 BHK","http://gurgaon.quikr.com/3-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Sohna Road","http://gurgaon.quikr.com/Apartments-For-Sale/Sohna-Road/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","8 hours ago"
"Haritage Conscient 3bhk for sale in gurgaon","http://gurgaon.quikr.com/Haritage-Conscient-3bhk-for-sale-in-gurgaon-W0QQAdIdZ166692842","Rs 1,45,00,000","3 BHK","http://gurgaon.quikr.com/3-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Golf Course Road","http://gurgaon.quikr.com/Apartments-For-Sale/Golf-Course-Road/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","8 hours ago"
"Duplex house for sell in Sec-10, Gurgaon","http://gurgaon.quikr.com/Duplex-house-for-sell-in-Sec-10-Gurgaon-W0QQAdIdZ166692023","Rs 1,15,00,000","3 BHK","http://gurgaon.quikr.com/3-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Sector 10","http://gurgaon.quikr.com/Apartments-For-Sale/Sector-10/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","8 hours ago"
"3 b.h.k Flat for Sale May Field garden gurdaon 93134324...","http://gurgaon.quikr.com/3-b.h.k-Flat-for-Sale-May-Field-garden-gurdaon-9313432429-W0QQAdIdZ166693140","Rs 1,05,00,000","3 BHK","http://gurgaon.quikr.com/3-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Sector 50","http://gurgaon.quikr.com/Apartments-For-Sale/Sector-50/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","8 hours ago"
"Call @ 9711412666 Urgent For sale Unitech Close North N...","http://gurgaon.quikr.com/Call-9711412666-Urgent-For-sale-Unitech-Close-North-Nirvana-Country.-W0QQAdIdZ155151320","Contact for Price","3 BHK","http://gurgaon.quikr.com/3-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Sector 49","http://gurgaon.quikr.com/Apartments-For-Sale/Sector-49/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","6-Apr-14"
"New Project Sohna Gurgaon 09711412666 1 BHK 2 BHK 3 BHK...","http://gurgaon.quikr.com/New-Project-Sohna-Gurgaon-09711412666-1-BHK-2-BHK-3-BHK-W0QQAdIdZ161391254","Contact for Price","2 BHK","http://gurgaon.quikr.com/2-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Sohna Road","http://gurgaon.quikr.com/Apartments-For-Sale/Sohna-Road/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","24-Apr-14"
"3 Bhk Flat For Sale @1.22Lac SARE HOMES Sector 92 Gurga...","http://gurgaon.quikr.com/3-Bhk-Flat-For-Sale-1.22Lac-SARE-HOMES-Sector-92-Gurgaon.Call-For-More-Details.9811114828-W0QQAdIdZ165645333","Rs 1,22,00,000","3 BHK","http://gurgaon.quikr.com/3-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Alawardi Sarai","http://gurgaon.quikr.com/Apartments-For-Sale/Alawardi-Sarai/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","21-Apr-14"
"Floors for Sale in Nirvana Country Gurgaon Call @ 96544...","http://gurgaon.quikr.com/Floors-for-Sale-in-Nirvana-Country-Gurgaon-Call-9654455435-W0QQAdIdZ166358743","Rs 1,90,00,000","3 BHK","http://gurgaon.quikr.com/3-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Sector 50","http://gurgaon.quikr.com/Apartments-For-Sale/Sector-50/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","8 hours ago"
"3 BHK Tulip Violet Apartments for Sale in Gurgaon Call ...","http://gurgaon.quikr.com/3-BHK-Tulip-Violet-Apartments-for-Sale-in-Gurgaon-Call-9654455435-W0QQAdIdZ166376725","Rs 6,000","3 BHK","http://gurgaon.quikr.com/3-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Sohna Road","http://gurgaon.quikr.com/Apartments-For-Sale/Sohna-Road/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","8 hours ago"
"3 b.h.k Flat for Rent May Field garden gurdaon 93134324...","http://gurgaon.quikr.com/3-b.h.k-Flat-for-Rent-May-Field-garden-gurdaon-9313432429-W0QQAdIdZ166692554","Rs 1,15,00,000","3 BHK","http://gurgaon.quikr.com/3-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Sector 50","http://gurgaon.quikr.com/Apartments-For-Sale/Sector-50/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","8 hours ago"
"House For sell in Sec-10, Gurgaon","http://gurgaon.quikr.com/House-For-sell-in-Sec-10-Gurgaon-W0QQAdIdZ166691255","Rs 2,00,00,000","3 BHK","http://gurgaon.quikr.com/3-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Sector 10","http://gurgaon.quikr.com/Apartments-For-Sale/Sector-10/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","8 hours ago"
