"title","titlelink","price","room","roomlink","area","arealink","person","personlink","updated_at"
"Call@ 911412666, for sale Parkwood westend sector-92, 2...","http://gurgaon.quikr.com/Call-911412666-for-sale-Parkwood-westend-sector-92-2-3-BHK-option-W0QQAdIdZ157731215","Contact for Price","2 BHK","http://gurgaon.quikr.com/2-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Sector 89a","http://gurgaon.quikr.com/Apartments-For-Sale/Sector-89a/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","24-Apr-14"
"best located property on main pataudi road gurgaon","http://gurgaon.quikr.com/best-located-property-on-main-pataudi-road-gurgaon-W0QQAdIdZ156076232","Rs 47,37,600","2 BHK","http://gurgaon.quikr.com/2-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Sector 95a","http://gurgaon.quikr.com/Apartments-For-Sale/Sector-95a/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","7-Apr-14"
"Apartments for sale in BPTP park prime, sector 66, Gurg...","http://gurgaon.quikr.com/Apartments-for-sale-in-BPTP-park-prime-sector-66-Gurgaon-W0QQAdIdZ166654126","Rs 1,12,00,000","3 BHK","http://gurgaon.quikr.com/3-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Sector 66","http://gurgaon.quikr.com/Apartments-For-Sale/Sector-66/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","12 hours ago"
"Available For Sale- Spire woods Sector-103 near ,Dwarka...","http://gurgaon.quikr.com/Available-For-Sale-Spire-woods-Sector-103-near-Dwarka-Expressway-on-75-mtrs-wide-road-2-BHK-plus-study-1460-sqft-middle-floor-park-facing.-W0QQAdIdZ138914417","Rs 62,00,000","2 BHK","http://gurgaon.quikr.com/2-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Daulatabad","http://gurgaon.quikr.com/Apartments-For-Sale/Daulatabad/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","12 hours ago"
"Available For Sale Spire South ,2 BHK plus study multis...","http://gurgaon.quikr.com/Available-For-Sale-Spire-South-2-BHK-plus-study-multistory-appartment-1460-sqft-sohna-road-sector-68-Gurgaon-W0QQAdIdZ138910674","Rs 63,20,000","2 BHK","http://gurgaon.quikr.com/2-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Sohna Road","http://gurgaon.quikr.com/Apartments-For-Sale/Sohna-Road/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","12 hours ago"
"Available For Sale Today's Callidora Sector-73 golf cou...","http://gurgaon.quikr.com/Available-For-Sale-Today-s-Callidora-Sector-73-golf-course-extn.-road-near-sohna-road-Gurgaon-2-BHK-1260-sqft.-middle-floor-park-facing-W0QQAdIdZ138913667","Rs 64,00,000","2 BHK","http://gurgaon.quikr.com/2-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Sohna Road","http://gurgaon.quikr.com/Apartments-For-Sale/Sohna-Road/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","12 hours ago"
"Airport Appartment 3 BHK unfurnished society flat ,100%...","http://gurgaon.quikr.com/Airport-Appartment-3-BHK-unfurnished-society-flat-100-power-backup-near-Subhsh-Chowk-available-for-sale.-W0QQAdIdZ138920227","Rs 1,44,00,000","3 BHK","http://gurgaon.quikr.com/3-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Sohna Road","http://gurgaon.quikr.com/Apartments-For-Sale/Sohna-Road/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","12 hours ago"
"Orchid Island -1470 sqft ,3 BHk lowrise appartment with...","http://gurgaon.quikr.com/Orchid-Island-1470-sqft-3-BHk-lowrise-appartment-with-100-power-backup-available-for-sale-on-ground-floor-.-W0QQAdIdZ138926304","Rs 1,37,00,000","3 BHK","http://gurgaon.quikr.com/3-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Sector 52","http://gurgaon.quikr.com/Apartments-For-Sale/Sector-52/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","12 hours ago"
"2 BHK in Silver oaks for sale","http://gurgaon.quikr.com/2-BHK-in-Silver-oaks-for-sale-W0QQAdIdZ131261908","Rs 1,35,00,000","2 BHK","http://gurgaon.quikr.com/2-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In DLF Phase 1","http://gurgaon.quikr.com/Apartments-For-Sale/DLF-Phase-1/w13222204001?from=chiclet","By Individual","http://gurgaon.quikr.com/Individual/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","13 hours ago"
"studio apartment for sale","http://gurgaon.quikr.com/studio-apartment-for-sale-W0QQAdIdZ166648055","Contact for Price","1 BHK","http://gurgaon.quikr.com/1-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Manesar","http://gurgaon.quikr.com/Apartments-For-Sale/Manesar/w13222204001?from=chiclet","","13 hours ago"
"3 bhk flat on nh 8 opp hero honda at dharuhera","http://gurgaon.quikr.com/3-bhk-flat-on-nh-8-opp-hero-honda-at-dharuhera-W0QQAdIdZ165999122","Rs 27,50,000","3 BHK","http://gurgaon.quikr.com/3-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Sector 19","http://gurgaon.quikr.com/Apartments-For-Sale/Sector-19/w13222204001?from=chiclet","By Individual","http://gurgaon.quikr.com/Individual/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","13 hours ago"
"flats in gurgaon at prime location @12.5Lacs onlyy","http://gurgaon.quikr.com/flats-in-gurgaon-at-prime-location-12.5Lacs-onlyy-W0QQAdIdZ166643255","Rs 12,50,000","1 BHK","http://gurgaon.quikr.com/1-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Golf Course Road","http://gurgaon.quikr.com/Apartments-For-Sale/Golf-Course-Road/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","14 hours ago"
"avalon royal park flat in resale","http://gurgaon.quikr.com/avalon-royal-park-flat-in-resale-W0QQAdIdZ166606004","Contact for Price","2 BHK","http://gurgaon.quikr.com/2-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Bhiwadi","http://gurgaon.quikr.com/Apartments-For-Sale/Bhiwadi/w13222204001?from=chiclet","By Individual","http://gurgaon.quikr.com/Individual/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","15 hours ago"
"3bhk builder floor for sell south city-2","http://gurgaon.quikr.com/3bhk-builder-floor-for-sell-south-city-2-W0QQAdIdZ166611728","Rs 1,10,00,000","3 BHK","http://gurgaon.quikr.com/3-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In South City 2","http://gurgaon.quikr.com/Apartments-For-Sale/South-City-2/w13222204001?from=chiclet","By Individual","http://gurgaon.quikr.com/Individual/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","15 hours ago"
"3 BHK + Servant Room Apartment for SALE in BPTP Freedom...","http://gurgaon.quikr.com/3-BHK-Servant-Room-Apartment-for-SALE-in-BPTP-Freedom-Park-Life-Sector-57-W0QQAdIdZ166641494","Rs 1,85,00,000","3 BHK","http://gurgaon.quikr.com/3-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Golf Course Extens...","http://gurgaon.quikr.com/Apartments-For-Sale/Golf-Course-Extension-Road/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","15 hours ago"
"09899299961 DLF Trinity Tower gurgaon for sale 09899299...","http://gurgaon.quikr.com/09899299961-DLF-Trinity-Tower-gurgaon-for-sale-09899299961-W0QQAdIdZ166611951","Contact for Price","3 BHK","http://gurgaon.quikr.com/3-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Golf Course Road","http://gurgaon.quikr.com/Apartments-For-Sale/Golf-Course-Road/w13222204001?from=chiclet","By Individual","http://gurgaon.quikr.com/Individual/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","15 hours ago"
"3BHK For Sale In Parswnath Green Ville,Gurgaon,Haryana","http://gurgaon.quikr.com/3BHK-For-Sale-In-Parswnath-Green-Ville-Gurgaon-Haryana-W0QQAdIdZ166617501","Rs 1,45,00,000","3 BHK","http://gurgaon.quikr.com/3-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Sohna Road","http://gurgaon.quikr.com/Apartments-For-Sale/Sohna-Road/w13222204001?from=chiclet","By Individual","http://gurgaon.quikr.com/Individual/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","15 hours ago"
"park view spa next 3 br apt","http://gurgaon.quikr.com/park-view-spa-next-3-br-apt-W0QQAdIdZ166640498","Rs 7,600","3 BHK","http://gurgaon.quikr.com/3-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Sohna Road","http://gurgaon.quikr.com/Apartments-For-Sale/Sohna-Road/w13222204001?from=chiclet","By Individual","http://gurgaon.quikr.com/Individual/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","15 hours ago"
"3BHK+S 1910 Sq.Ft. flat for Sale in Gurgaon - 995881188...","http://gurgaon.quikr.com/3BHK-S-1910-Sq.Ft.-flat-for-Sale-in-Gurgaon-9958811881-G-S-W0QQAdIdZ165832764","Rs 85,00,000","3 BHK","http://gurgaon.quikr.com/3-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Sohna Road","http://gurgaon.quikr.com/Apartments-For-Sale/Sohna-Road/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","21 hours ago"
"apartment for sale in dlf new town heights sector-86 gu...","http://gurgaon.quikr.com/apartment-for-sale-in-dlf-new-town-heights-sector-86-gurgaon-on-nh-8-W0QQAdIdZ163559314","Rs 96,00,000","4 BHK","http://gurgaon.quikr.com/4-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In DLF Phase 1","http://gurgaon.quikr.com/Apartments-For-Sale/DLF-Phase-1/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","21 hours ago"
"2bhk builder floor in Unitech Woodstock floor","http://gurgaon.quikr.com/2bhk-builder-floor-in-Unitech-Woodstock-floor-W0QQAdIdZ163553217","Rs 1,10,00,000","2 BHK","http://gurgaon.quikr.com/2-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Sector 50","http://gurgaon.quikr.com/Apartments-For-Sale/Sector-50/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","21 hours ago"
"3 BHK for sale in Sector-52 @97 Lacs","http://gurgaon.quikr.com/3-BHK-for-sale-in-Sector-52-97-Lacs-W0QQAdIdZ163558416","Rs 97,00,000","3 BHK","http://gurgaon.quikr.com/3-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Sector 52","http://gurgaon.quikr.com/Apartments-For-Sale/Sector-52/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","21 hours ago"
"4 BHK Flat for sale in Gurgaon Sec 39, Opp to Medanta","http://gurgaon.quikr.com/4-BHK-Flat-for-sale-in-Gurgaon-Sec-39-Opp-to-Medanta-W0QQAdIdZ163578899","Rs 2,17,00,000","4 BHK","http://gurgaon.quikr.com/4-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Sector 39","http://gurgaon.quikr.com/Apartments-For-Sale/Sector-39/w13222204001?from=chiclet","By Individual","http://gurgaon.quikr.com/Individual/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","21 hours ago"
"Orris Aster Court Sec-85,3bhk for sale","http://gurgaon.quikr.com/Orris-Aster-Court-Sec-85-3bhk-for-sale-W0QQAdIdZ163554990","Rs 65,06,700","3 BHK","http://gurgaon.quikr.com/3-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Sector 89a","http://gurgaon.quikr.com/Apartments-For-Sale/Sector-89a/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","22 hours ago"
"DLF New Town heights Sec-86,4BHK for sale","http://gurgaon.quikr.com/DLF-New-Town-heights-Sec-86-4BHK-for-sale-W0QQAdIdZ163552193","Rs 1,00,35,000","4 BHK","http://gurgaon.quikr.com/4-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Sector 89a","http://gurgaon.quikr.com/Apartments-For-Sale/Sector-89a/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","22 hours ago"
"apartment for sale in dlf new town heights | 9899464647...","http://gurgaon.quikr.com/apartment-for-sale-in-dlf-new-town-heights-9899464647-sector-86-gurgaon-on-nh-8-W0QQAdIdZ163546226","Rs 87,12,000","3 BHK","http://gurgaon.quikr.com/3-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Sector 80","http://gurgaon.quikr.com/Apartments-For-Sale/Sector-80/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","22 hours ago"
"3bhk apartment in Anantraj Madelia, near IMT Manesar","http://gurgaon.quikr.com/3bhk-apartment-in-Anantraj-Madelia-near-IMT-Manesar-W0QQAdIdZ163530183","Rs 61,13,400","3 BHK","http://gurgaon.quikr.com/3-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Manesar","http://gurgaon.quikr.com/Apartments-For-Sale/Manesar/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","22 hours ago"
"3BHK+SERVANT+STUDY FOR SALE IN SPIREWWODS ON DWARKA EXP...","http://gurgaon.quikr.com/3BHK-SERVANT-STUDY-FOR-SALE-IN-SPIREWWODS-ON-DWARKA-EXPRESSWAY-GURGAON-CALL-9717252620-W0QQAdIdZ164048102","Rs 80,00,000","3 BHK","http://gurgaon.quikr.com/3-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Golf Course Road","http://gurgaon.quikr.com/Apartments-For-Sale/Golf-Course-Road/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","5-Apr-14"
"North Facing Plot For sale in Gurgaon Sector 56 conatct...","http://gurgaon.quikr.com/North-Facing-Plot-For-sale-in-Gurgaon-Sector-56-conatct-9268361111-W0QQAdIdZ141074318","Rs 6,92,00,000","3 BHK","http://gurgaon.quikr.com/3-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","30-Apr-14"
"ATS sector 89A new launch gurgaon | call 9711412666 | A...","http://gurgaon.quikr.com/ATS-sector-89A-new-launch-gurgaon-call-9711412666-ATS-Marigold-new-soft-launch-W0QQAdIdZ155152207","Rs 6,500","3 BHK","http://gurgaon.quikr.com/3-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Sector 89a","http://gurgaon.quikr.com/Apartments-For-Sale/Sector-89a/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","6-Apr-14"
"3bhk apartment flat in Orchid Garden, Suncity","http://gurgaon.quikr.com/3bhk-apartment-flat-in-Orchid-Garden-Suncity-W0QQAdIdZ163423571","Rs 1,85,00,000","3 BHK","http://gurgaon.quikr.com/3-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Golf Course Road","http://gurgaon.quikr.com/Apartments-For-Sale/Golf-Course-Road/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","22 hours ago"
"4bhk apartment flat in Orchid Garden, Suncity","http://gurgaon.quikr.com/4bhk-apartment-flat-in-Orchid-Garden-Suncity-W0QQAdIdZ163423801","Rs 3,35,00,000","4 BHK","http://gurgaon.quikr.com/4-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Golf Course Road","http://gurgaon.quikr.com/Apartments-For-Sale/Golf-Course-Road/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","22 hours ago"
"2 BHK ORIGINAL BOOKING AVALON RIDGE VIEW NEEMRANA CALL ...","http://gurgaon.quikr.com/2-BHK-ORIGINAL-BOOKING-AVALON-RIDGE-VIEW-NEEMRANA-CALL-9717930806-W0QQAdIdZ149995740","Rs 29,32,000","2 BHK","http://gurgaon.quikr.com/2-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Sohna Road","http://gurgaon.quikr.com/Apartments-For-Sale/Sohna-Road/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","30-Apr-14"
"ORIGINAL BOOKING IN SPIRE SOUTH 2264 SQ FEET 3 BHK FLAT...","http://gurgaon.quikr.com/ORIGINAL-BOOKING-IN-SPIRE-SOUTH-2264-SQ-FEET-3-BHK-FLAT-ON-SOHNA-ROAD-SEC-68-GURGAON-W0QQAdIdZ166057002","Rs 1,13,20,000","4 BHK","http://gurgaon.quikr.com/4-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Sector 68","http://gurgaon.quikr.com/Apartments-For-Sale/Sector-68/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","30-Apr-14"
"09899299961 DLF Exclusive Floor gurgaon for sale 098992...","http://gurgaon.quikr.com/09899299961-DLF-Exclusive-Floor-gurgaon-for-sale-09899299961-W0QQAdIdZ166612503","Contact for Price","3 BHK","http://gurgaon.quikr.com/3-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Golf Course Road","http://gurgaon.quikr.com/Apartments-For-Sale/Golf-Course-Road/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","30-Apr-14"
"09899299961 DLF The Icon gurgaon for sale 09899299961","http://gurgaon.quikr.com/09899299961-DLF-The-Icon-gurgaon-for-sale-09899299961-W0QQAdIdZ166612439","Contact for Price","3 BHK","http://gurgaon.quikr.com/3-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Golf Course Road","http://gurgaon.quikr.com/Apartments-For-Sale/Golf-Course-Road/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","30-Apr-14"
"09899299961 DLF Park Place gurgaon for sale 09899299961...","http://gurgaon.quikr.com/09899299961-DLF-Park-Place-gurgaon-for-sale-09899299961-W0QQAdIdZ166612401","Contact for Price","3 BHK","http://gurgaon.quikr.com/3-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Golf Course Road","http://gurgaon.quikr.com/Apartments-For-Sale/Golf-Course-Road/w13222204001?from=chiclet","By Individual","http://gurgaon.quikr.com/Individual/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","30-Apr-14"
"09899299961 The Verandas gurgaon for sale 09899299961","http://gurgaon.quikr.com/09899299961-The-Verandas-gurgaon-for-sale-09899299961-W0QQAdIdZ166612336","Contact for Price","3 BHK","http://gurgaon.quikr.com/3-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Golf Course Road","http://gurgaon.quikr.com/Apartments-For-Sale/Golf-Course-Road/w13222204001?from=chiclet","By Individual","http://gurgaon.quikr.com/Individual/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","30-Apr-14"
"09899299961 DLF Magnolias gurgaon for sale 09899299961","http://gurgaon.quikr.com/09899299961-DLF-Magnolias-gurgaon-for-sale-09899299961-W0QQAdIdZ166612255","Contact for Price","3 BHK","http://gurgaon.quikr.com/3-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Golf Course Road","http://gurgaon.quikr.com/Apartments-For-Sale/Golf-Course-Road/w13222204001?from=chiclet","By Individual","http://gurgaon.quikr.com/Individual/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","30-Apr-14"
"09899299961 DLF Westend Heights gurgaon for sale 098992...","http://gurgaon.quikr.com/09899299961-DLF-Westend-Heights-gurgaon-for-sale-09899299961-W0QQAdIdZ166612185","Contact for Price","3 BHK","http://gurgaon.quikr.com/3-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Golf Course Road","http://gurgaon.quikr.com/Apartments-For-Sale/Golf-Course-Road/w13222204001?from=chiclet","By Individual","http://gurgaon.quikr.com/Individual/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","30-Apr-14"
"09899299961 DLF The Belaire gurgaon for sale 0989929996...","http://gurgaon.quikr.com/09899299961-DLF-The-Belaire-gurgaon-for-sale-09899299961-W0QQAdIdZ166611909","Contact for Price","3 BHK","http://gurgaon.quikr.com/3-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Golf Course Road","http://gurgaon.quikr.com/Apartments-For-Sale/Golf-Course-Road/w13222204001?from=chiclet","By Individual","http://gurgaon.quikr.com/Individual/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","30-Apr-14"
"3BHK+SQ in Anant Raj Maceo,Sec-91,New Gurgaon,Area-2146...","http://gurgaon.quikr.com/3BHK-SQ-in-Anant-Raj-Maceo-Sec-91-New-Gurgaon-Area-2146Sq.ft-Rs-4150-sq.ft-W0QQAdIdZ166611145","Rs 89,05,900","3 BHK","http://gurgaon.quikr.com/3-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Basai","http://gurgaon.quikr.com/Apartments-For-Sale/Basai/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","30-Apr-14"
"DLF PRIMUS 3 BHK ON MAIN NH-8 SEC-82 A GURGAON","http://gurgaon.quikr.com/DLF-PRIMUS-3-BHK-ON-MAIN-NH-8-SEC-82-A-GURGAON-W0QQAdIdZ144756185","Rs 1,17,00,000","3 BHK","http://gurgaon.quikr.com/3-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Kherki Daula","http://gurgaon.quikr.com/Apartments-For-Sale/Kherki-Daula/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","30-Apr-14"
"housing board flats on golf course road near rapid metr...","http://gurgaon.quikr.com/housing-board-flats-on-golf-course-road-near-rapid-metro-in-gurgaon-12.5Lacs-W0QQAdIdZ166546468","Rs 12,50,000","1 BHK","http://gurgaon.quikr.com/1-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Golf Course Road","http://gurgaon.quikr.com/Apartments-For-Sale/Golf-Course-Road/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","30-Apr-14"
"affordable flats in gurgaon@12.5Lacs only, call +91-782...","http://gurgaon.quikr.com/affordable-flats-in-gurgaon-12.5Lacs-only-call-91-782-782-762-3-W0QQAdIdZ166546732","Rs 12,50,000","1 BHK","http://gurgaon.quikr.com/1-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Golf Course Road","http://gurgaon.quikr.com/Apartments-For-Sale/Golf-Course-Road/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","30-Apr-14"
"monsoon breeze, property for sale 8802340684","http://gurgaon.quikr.com/monsoon-breeze-property-for-sale-8802340684-W0QQAdIdZ153499432","Rs 69,00,000","2 BHK","http://gurgaon.quikr.com/2-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Sohna Road","http://gurgaon.quikr.com/Apartments-For-Sale/Sohna-Road/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","30-Apr-14"
"4 bhk available for sale in south city 2","http://gurgaon.quikr.com/4-bhk-available-for-sale-in-south-city-2-W0QQAdIdZ166610985","Rs 1,95,00,000","4 BHK","http://gurgaon.quikr.com/4-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In South City 2","http://gurgaon.quikr.com/Apartments-For-Sale/South-City-2/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","30-Apr-14"
"1bhk haryana housing board flat for sale in gurgaon","http://gurgaon.quikr.com/1bhk-haryana-housing-board-flat-for-sale-in-gurgaon-W0QQAdIdZ166576420","Rs 540","1 BHK","http://gurgaon.quikr.com/1-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Golf Course Road","http://gurgaon.quikr.com/Apartments-For-Sale/Golf-Course-Road/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","30-Apr-14"
"2 bhk apartment 800sqft on golf corse extn road gurgaon...","http://gurgaon.quikr.com/2-bhk-apartment-800sqft-on-golf-corse-extn-road-gurgaon-42-lakh-.possesion-oct-2014-W0QQAdIdZ166572583","Rs 42,00,000","2 BHK","http://gurgaon.quikr.com/2-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Golf Course Extens...","http://gurgaon.quikr.com/Apartments-For-Sale/Golf-Course-Extension-Road/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","30-Apr-14"
"BPTP PARK GENERATION UNIT FOR SALE","http://gurgaon.quikr.com/BPTP-PARK-GENERATION-UNIT-FOR-SALE-W0QQAdIdZ166484098","Contact for Price","3 BHK","http://gurgaon.quikr.com/3-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Sector 37d","http://gurgaon.quikr.com/Apartments-For-Sale/Sector-37d/w13222204001?from=chiclet","By Individual","http://gurgaon.quikr.com/Individual/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","30-Apr-14"
